;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-124611,30;-139513,49;-94287,61;;;;;
3 + Sonstige Transfererträge;-711560,32;-752807,99;-745000,00;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-5540,50;-8313,50;-833,28;;;;;
5 + Privatrechtliche Leistungsentgelte;;-1,87;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-4729323,99;-11571360,50;-21084572,44;;;;;
7 + Sonstige ordentliche Erträge;-1257302,63;-2951109,24;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-6828338,74;-15423106,59;-21924693,33;;;;;
11 - Personalaufwendungen;4632916,27;4966071,35;4685447,20;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;146639,92;99781,25;147522,40;;;;;
14 - Bilanzielle Abschreibungen;3433,33;1787,59;832,17;;;;;
15 - Transferaufwendungen;31085950,00;33805637,58;34321058,91;;;;;
16 - Sonstige ordentliche Aufwendungen;3311006,13;1639386,46;518901,50;;;;;
17 = Ordentliche Aufwendungen;39179945,65;40512664,23;39673762,18;;;;;
18 = Ordentliches Ergebnis (= 10 + 17);32351606,91;25089557,64;17749068,85;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);32351606,91;25089557,64;17749068,85;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);32351606,91;25089557,64;17749068,85;;;;;
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;1031174,28;949759,84;938935,69;;;;;
29 = Teilergebnis  (= 26, 27, 28);33382781,19;26039317,48;18688004,54;;;;;
