;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-5,23;-9,43;-3,28;-0,12;-0,12;-0,12;-0,12;-0,12
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2770,25;-4156,75;-416,96;-3230,76;-3230,76;-3230,76;-3230,76;-3230,76
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;1,81;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2775,48;-4164,37;-420,24;-3230,88;-3230,88;-3230,88;-3230,88;-3230,88
11 - Personalaufwendungen;31947,11;34610,79;28846,69;1185,24;1184,28;1189,08;1198,56;1214,76
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;839,64;590,31;737,16;31,56;32,52;33,48;34,44;35,40
14 - Bilanzielle Abschreibungen;32,08;9,54;3,48;0,12;0,12;0,12;0,12;0,12
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;2708,29;2556,90;2903,84;127,80;127,80;127,80;127,80;127,80
17 = Ordentliche Aufwendungen;35527,12;37767,54;32491,17;1344,72;1344,72;1350,48;1360,92;1378,08
18 = Ordentliches Ergebnis (= 10 + 17);32751,64;33603,17;32070,93;-1886,16;-1886,16;-1880,40;-1869,96;-1852,80
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);32751,64;33603,17;32070,93;-1886,16;-1886,16;-1880,40;-1869,96;-1852,80
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);32751,64;33603,17;32070,93;-1886,16;-1886,16;-1880,40;-1869,96;-1852,80
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;6365,44;5818,85;5521,84;189,62;188,88;188,17;187,82;189,00
29 = Teilergebnis  (= 26, 27, 28);39117,08;39422,02;37592,77;-1696,54;-1697,28;-1692,23;-1682,14;-1663,80
