;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-72,35;-72,36;-72,35;-72,36;-72,35;-72,36;-72,35;-72,36
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-250,00;-250,00;-250,00;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-23042,38;-6888,51;-10768,22;-10887,97;-10973,65;-11073,24;-11091,85
7 + Sonstige ordentliche Erträge;;-143,95;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-322,35;-23508,69;-7210,86;-10840,58;-10960,32;-11046,01;-11145,59;-11164,21
11 - Personalaufwendungen;385248,57;461571,82;281500,09;269262,08;271499,33;274019,46;278152,20;282600,73
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;16829,51;10912,41;21549,00;18400,00;18800,00;19200,00;19600,00;20000,00
14 - Bilanzielle Abschreibungen;525,09;329,67;72,35;72,36;72,35;72,36;72,35;72,36
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;42998,86;40103,80;58070,92;52899,92;52899,92;52899,92;52899,92;52899,92
17 = Ordentliche Aufwendungen;445602,03;512917,70;361192,36;340634,36;343271,60;346191,74;350724,47;355573,01
18 = Ordentliches Ergebnis (= 10 + 17);445279,68;489409,01;353981,50;329793,78;332311,28;335145,73;339578,88;344408,80
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);445279,68;489409,01;353981,50;329793,78;332311,28;335145,73;339578,88;344408,80
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);445279,68;489409,01;353981,50;329793,78;332311,28;335145,73;339578,88;344408,80
27 + Erträge aus internen Leistungsbeziehungen;-455074,59;-515679,79;-398610,21;-342492,20;-344817,07;-347436,77;-351545,95;-356026,67
28 - Aufwendungen aus internen Leistungsbeziehungen;46692,89;45040,00;76948,06;40468,30;40464,23;40461,70;40470,95;40484,99
29 = Teilergebnis  (= 26, 27, 28);36897,98;18769,22;32319,35;27769,88;27958,44;28170,66;28503,88;28867,12
