;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-818575,75;-729551,99;-566814,89;-525772,03;-440745,83;-379537,16;-329475,98;-325824,93
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-757346,58;-755840,57;-791299,96;-791299,96;-791299,96;-791299,96;-791299,96;-791300,00
5 + Privatrechtliche Leistungsentgelte;;-306,60;-300,00;-300,00;-300,00;-300,00;-300,00;-300,00
6 + Kostenerstattungen und Kostenumlagen;-456699,43;-491842,05;-253750,00;-304975,00;-304975,00;-304975,00;-304975,00;-304975,00
7 + Sonstige ordentliche Erträge;-540,00;-4867,34;;;;;;
8 + Aktivierte Eigenleistungen;-138704,13;-184147,20;-185135,28;-180559,92;-180559,92;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2171865,89;-2166555,75;-1797300,13;-1802906,91;-1717880,71;-1476112,12;-1426050,94;-1422399,93
11 - Personalaufwendungen;2069807,37;2194760,24;1740069,97;1775703,62;1805113,23;1834994,88;1863370,66;1892474,03
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1196444,76;1343789,04;902384,36;930473,88;932353,88;959107,60;960311,96;961541,16
14 - Bilanzielle Abschreibungen;1334831,74;1353442,37;965557,39;916324,15;704697,02;604309,60;507779,61;499102,21
15 - Transferaufwendungen;;88066,00;;;;;;
16 - Sonstige ordentliche Aufwendungen;136920,18;97773,95;74267,08;93758,76;93758,76;93758,76;93758,72;93758,76
17 = Ordentliche Aufwendungen;4738004,05;5077831,60;3682278,80;3716260,41;3535922,89;3492170,84;3425220,95;3446876,16
18 = Ordentliches Ergebnis (= 10 + 17);2566138,16;2911275,85;1884978,67;1913353,50;1818042,18;2016058,72;1999170,01;2024476,23
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);2566138,16;2911275,85;1884978,67;1913353,50;1818042,18;2016058,72;1999170,01;2024476,23
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);2566138,16;2911275,85;1884978,67;1913353,50;1818042,18;2016058,72;1999170,01;2024476,23
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;491931,66;437086,38;575133,25;2642870,32;2646121,46;2647276,29;2647450,94;2648529,35
29 = Teilergebnis  (= 26, 27, 28);3058069,82;3348362,23;2460111,92;4556223,82;4464163,64;4663335,01;4646620,95;4673005,58
