;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-443,38;-2047,20;-488,04;-23,64;-4,80;-18,96;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;-555,50;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-6146,94;;;;;;;
7 + Sonstige ordentliche Erträge;-1156,18;-393,62;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-7746,50;-2996,32;-2488,04;-2023,64;-2004,80;-2018,96;-2000,00;-2000,00
11 - Personalaufwendungen;204585,46;30937,26;54362,72;67676,08;67360,80;539607,66;67804,45;68680,90
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3437,15;9550,25;21880,20;2056,92;2097,00;17142,36;2173,44;2199,84
14 - Bilanzielle Abschreibungen;1157,63;2149,42;488,04;23,64;4,80;18,96;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;8605,23;9488,40;8352,54;4085,88;4085,88;32686,68;4085,84;4085,88
17 = Ordentliche Aufwendungen;217785,47;52125,33;85083,50;73842,52;73548,48;589455,66;74063,73;74966,62
18 = Ordentliches Ergebnis (= 10 + 17);210038,97;49129,01;82595,46;71818,88;71543,68;587436,70;72063,73;72966,62
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);210038,97;49129,01;82595,46;71818,88;71543,68;587436,70;72063,73;72966,62
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);210038,97;49129,01;82595,46;71818,88;71543,68;587436,70;72063,73;72966,62
27 + Erträge aus internen Leistungsbeziehungen;-302715,00;-290996,00;-302736,00;-87900,00;-87900,00;-87900,00;-87900,00;-87900,00
28 - Aufwendungen aus internen Leistungsbeziehungen;47852,16;21212,43;134390,06;17984,22;17926,10;116488,89;17876,66;17910,42
29 = Teilergebnis  (= 26, 27, 28);-44823,87;-220654,56;-85750,48;1903,10;1569,78;616025,59;2040,39;2977,04
