;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-34,06;-70,47;-17,28;-4,80;-4,80;-0,60;-0,60;-0,60
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2770,25;-4156,75;-416,64;-3230,76;-3230,76;-3230,76;-3230,76;-3230,76
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-779332,00;-779332,00;-479000,00;-463096,00;-463096,00;-463096,00;-463096,00;-463096,00
7 + Sonstige ordentliche Erträge;;-211264,31;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-782136,31;-994823,53;-479433,92;-466331,56;-466331,56;-466327,36;-466327,36;-466327,36
11 - Personalaufwendungen;243328,12;315167,70;324202,06;164063,72;162442,92;162078,60;162398,38;164340,83
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;769699,58;655100,17;500239,80;479964,44;480079,76;480198,32;480313,64;480432,32
14 - Bilanzielle Abschreibungen;272,14;301,59;249,60;113,16;113,16;108,96;108,96;19,83
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;46691,28;248863,52;31615,48;15123,06;15123,06;15123,06;15123,02;15123,06
17 = Ordentliche Aufwendungen;1059991,12;1219432,98;856306,94;659264,38;657758,90;657508,94;657944,00;659916,04
18 = Ordentliches Ergebnis (= 10 + 17);277854,81;224609,45;376873,02;192932,82;191427,34;191181,58;191616,64;193588,68
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);277854,81;224609,45;376873,02;192932,82;191427,34;191181,58;191616,64;193588,68
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);277854,81;224609,45;376873,02;192932,82;191427,34;191181,58;191616,64;193588,68
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;100486,52;86090,94;80487,00;47723,35;47234,94;46824,14;46546,56;46551,13
29 = Teilergebnis  (= 26, 27, 28);378341,33;310700,39;457360,02;240656,17;238662,28;238005,72;238163,20;240139,81
