;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-5941576,85;-4578054,81;-4595859,36;-4963103,81;-5263103,80;-5413103,81;-5413103,80;-5413103,82
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-1754855,00;-1864556,00;-1500000,00;-1975000,00;-2125000,00;-2200000,00;-2200000,00;-2200000,00
5 + Privatrechtliche Leistungsentgelte;;;-117,96;;;;;
6 + Kostenerstattungen und Kostenumlagen;-40136,32;;;;;;;
7 + Sonstige ordentliche Erträge;-458,99;-60,00;-129,96;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-7737027,16;-6442670,81;-6096107,28;-6938103,81;-7388103,80;-7613103,81;-7613103,80;-7613103,82
11 - Personalaufwendungen;400774,88;378035,70;448583,93;400729,80;406063,42;411626,76;417903,93;424461,55
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;805,00;507,24;11326,08;855,00;855,00;855,00;855,04;855,00
14 - Bilanzielle Abschreibungen;327,16;188,48;342,24;204,34;204,30;204,34;204,30;204,35
15 - Transferaufwendungen;8041721,73;7474230,59;7390000,00;8028600,00;8578600,00;8853600,00;8853600,00;8853600,00
16 - Sonstige ordentliche Aufwendungen;34954,67;101177,68;25020,92;27376,20;27376,20;27376,20;27376,16;27376,20
17 = Ordentliche Aufwendungen;8478583,44;7954139,69;7875273,17;8457765,34;9013098,92;9293662,30;9299939,43;9306497,10
18 = Ordentliches Ergebnis (= 10 + 17);741556,28;1511468,88;1779165,89;1519661,53;1624995,12;1680558,49;1686835,63;1693393,28
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;5765,98;2354,95;;;;;;
21 = Finanzergebnis (= 19 + 20);5765,98;2354,95;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);747322,26;1513823,83;1779165,89;1519661,53;1624995,12;1680558,49;1686835,63;1693393,28
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);747322,26;1513823,83;1779165,89;1519661,53;1624995,12;1680558,49;1686835,63;1693393,28
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;189880,36;192684,78;186324,30;190168,71;190184,23;190212,23;190332,97;190595,34
29 = Teilergebnis  (= 26, 27, 28);937202,62;1706508,61;1965490,19;1709830,24;1815179,35;1870770,72;1877168,60;1883988,62
