;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-422477,61;-300354,01;-370327,60;-420504,09;-465504,12;-300504,09;-300504,12;-300504,09
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-72829,00;-82307,00;-60000,00;-60000,00;-60000,00;-60000,00;-60000,00;-60000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;0,00;-57,95;-50,00;-50,00;-50,00;-50,00;-50,00;-50,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-495306,61;-382718,96;-430377,60;-480554,09;-525554,12;-360554,09;-360554,12;-360554,09
11 - Personalaufwendungen;248347,53;272226,77;266169,54;236954,28;239588,32;242381,12;245848,13;249503,49
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;381299,89;410459,42;462891,00;463030,44;463327,68;463625,04;463833,12;464041,24
14 - Bilanzielle Abschreibungen;2536,59;2047,01;1708,92;1567,29;1428,60;1193,73;943,20;831,33
15 - Transferaufwendungen;776665,00;704115,00;795350,00;845350,00;890350,00;725350,00;725350,00;725350,00
16 - Sonstige ordentliche Aufwendungen;25646,27;22848,27;24538,27;24554,62;24554,62;24554,62;24554,66;24554,66
17 = Ordentliche Aufwendungen;1434495,28;1411696,47;1550657,73;1571456,63;1619249,22;1457104,51;1460529,11;1464280,72
18 = Ordentliches Ergebnis (= 10 + 17);939188,67;1028977,51;1120280,13;1090902,54;1093695,10;1096550,42;1099974,99;1103726,63
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);939188,67;1028977,51;1120280,13;1090902,54;1093695,10;1096550,42;1099974,99;1103726,63
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);939188,67;1028977,51;1120280,13;1090902,54;1093695,10;1096550,42;1099974,99;1103726,63
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;103972,93;115568,83;101961,06;98211,04;97913,32;97633,08;97487,47;97571,79
29 = Teilergebnis  (= 26, 27, 28);1043161,60;1144546,34;1222241,19;1189113,58;1191608,42;1194183,50;1197462,46;1201298,42
