;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-3,70;-19,84;-3,84;-38,81;-38,81;-38,79;-37,68;-26,28
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;-250,00;-250,00;-250,00;-250,00;-250,00;-250,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;-242,51;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-3,70;-262,35;-253,84;-288,81;-288,81;-288,79;-287,68;-276,28
11 - Personalaufwendungen;512313,58;538426,16;359269,51;448342,32;440846,78;438203,82;436078,72;440296,28
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;6389,49;6908,86;55140,76;56331,76;56553,88;56788,12;56944,36;57106,36
14 - Bilanzielle Abschreibungen;1611,36;622,42;366,60;443,82;351,96;351,99;350,78;339,36
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;10899,45;10333,09;13067,16;14774,64;14774,64;14774,64;14774,68;14774,68
17 = Ordentliche Aufwendungen;531213,88;556290,53;427844,03;519892,54;512527,26;510118,57;508148,54;512516,68
18 = Ordentliches Ergebnis (= 10 + 17);531210,18;556028,18;427590,19;519603,73;512238,45;509829,78;507860,86;512240,40
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);531210,18;556028,18;427590,19;519603,73;512238,45;509829,78;507860,86;512240,40
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);531210,18;556028,18;427590,19;519603,73;512238,45;509829,78;507860,86;512240,40
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;92622,14;114410,04;124205,52;54872,43;54179,12;53749,20;53420,15;53563,37
29 = Teilergebnis  (= 26, 27, 28);623832,32;670438,22;551795,71;574476,16;566417,57;563578,98;561281,01;565803,77
