;"Ergebnis des Vorvorvorjahres K4/2011";"Ergebnis des Vorvorjahres K4/2012";"Ansatz des Vorjahres K4/2013";"Planung des Haushaltsjahres K4/2014";"Planung des Haushaltsjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-466.568,49 EUR";"-455.675,95 EUR";"-464.120,00 EUR";"-281.150,00 EUR";"-285.774,00 EUR";"-290.430,00 EUR";"-295.122,00 EUR";"-299.900,00 EUR"
"7 + Sonstige ordentliche Erträge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-466.568,49 EUR";"-455.675,95 EUR";"-464.120,00 EUR";"-281.150,00 EUR";"-285.774,00 EUR";"-290.430,00 EUR";"-295.122,00 EUR";"-299.900,00 EUR"
"11 - Personalaufwendungen";"502.211,44 EUR";"526.773,64 EUR";"384.103,30 EUR";"330.202,28 EUR";"319.508,17 EUR";"314.207,06 EUR";"308.997,05 EUR";"310.854,05 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"19.927,13 EUR";"14.516,11 EUR";"11.269,00 EUR";"11.450,00 EUR";"11.700,00 EUR";"11.900,00 EUR";"12.050,00 EUR";"12.200,00 EUR"
"14 - Bilanzielle Abschreibungen";"";"0,00 EUR";"";"";"";"";"";""
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"35.659,06 EUR";"35.131,21 EUR";"39.500,00 EUR";"39.500,00 EUR";"39.500,00 EUR";"39.500,00 EUR";"39.500,00 EUR";"39.500,00 EUR"
"17 = Ordentliche Aufwendungen";"557.797,63 EUR";"576.420,96 EUR";"434.872,30 EUR";"381.152,28 EUR";"370.708,17 EUR";"365.607,06 EUR";"360.547,05 EUR";"362.554,05 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"91.229,14 EUR";"120.745,01 EUR";"-29.247,70 EUR";"100.002,28 EUR";"84.934,17 EUR";"75.177,06 EUR";"65.425,05 EUR";"62.654,05 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"91.229,14 EUR";"120.745,01 EUR";"-29.247,70 EUR";"100.002,28 EUR";"84.934,17 EUR";"75.177,06 EUR";"65.425,05 EUR";"62.654,05 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"91.229,14 EUR";"120.745,01 EUR";"-29.247,70 EUR";"100.002,28 EUR";"84.934,17 EUR";"75.177,06 EUR";"65.425,05 EUR";"62.654,05 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"22.950,57 EUR";"25.268,28 EUR";"25.268,28 EUR";"16.974,24 EUR";"16.974,24 EUR";"16.974,24 EUR";"16.974,24 EUR";"16.974,24 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"114.179,71 EUR";"146.013,29 EUR";"-3.979,42 EUR";"116.976,52 EUR";"101.908,41 EUR";"92.151,30 EUR";"82.399,29 EUR";"79.628,29 EUR"
