;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-3344,93;-7596,66;-3345,12;-7513,37;-7406,89;-7406,86;-7406,90;-6111,13
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-41724,57;-78946,73;-29000,00;-45100,00;-45100,00;-45100,00;-45100,00;-45100,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;0,00;-2162,17;-100,00;-100,00;-100,00;-100,00;-100,00;-100,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-45069,50;-88705,56;-32445,12;-52713,37;-52606,89;-52606,86;-52606,90;-51311,13
11 - Personalaufwendungen;271883,21;280562,03;106903,35;198446,28;201759,73;205125,62;208299,59;211553,00
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;270152,12;297646,54;314008,00;315161,80;323296,88;331681,48;337441,04;343350,12
14 - Bilanzielle Abschreibungen;16858,41;18808,58;18082,42;17675,94;17411,64;16677,67;14405,75;11383,25
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1612521,00;1613925,94;1614657,12;1615058,30;1615058,30;1615058,30;1615058,22;1615058,26
17 = Ordentliche Aufwendungen;2171414,74;2210943,09;2053650,89;2146342,32;2157526,55;2168543,07;2175204,60;2181344,63
18 = Ordentliches Ergebnis (= 10 + 17);2126345,24;2122237,53;2021205,77;2093628,95;2104919,66;2115936,21;2122597,70;2130033,50
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);2126345,24;2122237,53;2021205,77;2093628,95;2104919,66;2115936,21;2122597,70;2130033,50
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);2126345,24;2122237,53;2021205,77;2093628,95;2104919,66;2115936,21;2122597,70;2130033,50
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;53809,75;46060,30;46070,03;43457,61;43713,46;43979,71;44175,20;44548,03
29 = Teilergebnis  (= 26, 27, 28);2180154,99;2168297,83;2067275,80;2137086,56;2148633,12;2159915,92;2166772,90;2174581,53
