;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-298,37;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-1819050,57;-1533700,29;-1975000,00;-1975000,00;-1975000,00;-1975000,00;-1975000,00;-1975000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-11954,82;-27635,15;-35800,00;-35800,00;-35800,00;-35800,00;-35800,00;-35800,00
7 + Sonstige ordentliche Ertäge;-46098,08;-233105,18;-34750,00;-34750,00;-34750,00;-34750,00;-34750,00;-34750,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-1877401,84;-1794440,62;-2045550,00;-2045550,00;-2045550,00;-2045550,00;-2045550,00;-2045550,00
11 - Personalaufwendungen;2290594,56;2595248,10;2737919,19;2405483,59;2438337,91;2469401,05;2500415,84;2530168,78
12 - Versorgungsaufwendungen;1,46;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;61831,76;102733,03;119151,08;93031,88;95240,00;97514,36;99856,92;102269,84
14 - Bilanzielle Abschreibungen;4496,99;4457,66;4409,76;4269,61;248,65;230,06;230,05;230,06
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;460354,73;387226,60;256568,87;247731,24;247731,24;247731,24;247731,24;247731,24
17 = Ordentliche Aufwendungen (Summe 11-16);2817279,50;3089665,39;3118048,90;2750516,32;2781557,80;2814876,71;2848234,05;2880399,92
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);939877,66;1295224,77;1072498,90;704966,32;736007,80;769326,71;802684,05;834849,92
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);939877,66;1295224,77;1072498,90;704966,32;736007,80;769326,71;802684,05;834849,92
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);939877,66;1295224,77;1072498,90;704966,32;736007,80;769326,71;802684,05;834849,92
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;568943,53;598155,76;713390,52;637743,64;635546,72;638742,99;640117,54;641376,18
29 = Ergebnis  (= 26, 27, 28);1508821,19;1893380,53;1785889,42;1342709,96;1371554,52;1408069,70;1442801,59;1476226,10
