;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-7,04;-1459348,54;-6,12;-7,08;-7,08;-7,08;-7,08;-7,08
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-6724,41;-66608,06;-5846,09;;;;;
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-6731,45;-1525956,60;-5852,21;-7,08;-7,08;-7,08;-7,08;-7,08
11 - Personalaufwendungen;470802,77;461588,42;438270,16;303171,06;307313,76;311333,84;316075,15;320926,05
12 - Versorgungsaufwendungen;0,20;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;14725,34;11635,00;12624,04;14054,64;14361,72;14677,92;15003,60;15339,12
14 - Bilanzielle Abschreibungen;11265,65;10410,19;9616,44;11631,72;11555,19;11410,80;11410,80;11394,12
15 - Transferaufwendungen;;1605222,70;;;;;;
16 - Sonstige ordentliche Aufwendungen;27045,66;21854,54;34744,88;35316,60;35316,60;35316,60;35316,60;35316,60
17 = Ordentliche Aufwendungen (Summe 11-16);523839,62;2110710,85;495255,52;364174,02;368547,27;372739,16;377806,15;382975,89
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);517108,17;584754,25;489403,31;364166,94;368540,19;372732,08;377799,07;382968,81
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);517108,17;584754,25;489403,31;364166,94;368540,19;372732,08;377799,07;382968,81
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);517108,17;584754,25;489403,31;364166,94;368540,19;372732,08;377799,07;382968,81
27 + Erträge aus internen Leistungsbeziehungen;-544299,11;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;71323,14;104019,64;92040,97;89711,95;89432,99;89843,79;90060,16;90274,92
29 = Ergebnis  (= 26, 27, 28);44132,20;688773,89;581444,28;453878,89;457973,18;462575,87;467859,23;473243,73
