;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-189,69;-106,50;-20,64;-20,64;-20,64;-20,64;-20,64;-20,64
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-3151,00;;;;;;
7 + Sonstige ordentliche Ertäge;;-9377,00;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-189,69;-12634,50;-20,64;-20,64;-20,64;-20,64;-20,64;-20,64
11 - Personalaufwendungen;1230119,69;1258951,76;1359832,09;1281902,53;1296491,58;1308919,11;1321148,63;1333790,86
12 - Versorgungsaufwendungen;0,81;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;35532,80;49461,78;56680,68;44195,40;45250,92;46338,12;47457,84;48611,16
14 - Bilanzielle Abschreibungen;3552,37;2575,55;2466,77;2342,67;306,61;297,74;297,73;297,73
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;105704,55;110279,95;150939,63;146715,11;146715,11;146715,11;146715,11;146715,11
17 = Ordentliche Aufwendungen (Summe 11-16);1374910,22;1421269,04;1569919,17;1475155,71;1488764,22;1502270,08;1515619,31;1529414,86
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);1374720,53;1408634,54;1569898,53;1475135,07;1488743,58;1502249,44;1515598,67;1529394,22
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);1374720,53;1408634,54;1569898,53;1475135,07;1488743,58;1502249,44;1515598,67;1529394,22
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);1374720,53;1408634,54;1569898,53;1475135,07;1488743,58;1502249,44;1515598,67;1529394,22
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;466973,10;413275,60;272275,13;236349,31;235036,27;236520,94;237033,06;237538,79
29 = Ergebnis  (= 26, 27, 28);1841693,63;1821910,14;1842173,66;1711484,38;1723779,85;1738770,38;1752631,73;1766933,01
