"";"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"";"";"-294.739,00 EUR";"-292.541,00 EUR";"-296.138,00 EUR";"-149.894,00 EUR";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"-14.410,00 EUR";"-14.300,00 EUR";"-14.480,00 EUR";"-7.330,00 EUR";""
"7 + Sonstige ordentliche Ertäge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge (Summe 1-9)";"";"";"";"-309.149,00 EUR";"-306.841,00 EUR";"-310.618,00 EUR";"-157.224,00 EUR";""
"11 - Personalaufwendungen";"";"";"";"253.826,28 EUR";"253.090,04 EUR";"255.416,04 EUR";"130.910,80 EUR";""
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"";"";"";"8.328,00 EUR";"12.328,00 EUR";"8.328,00 EUR";"6.664,00 EUR";""
"14 - Bilanzielle Abschreibungen";"";"";"";"";"";"";"";""
"15 - Transferaufwendungen";"";"";"";"6.380,00 EUR";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"";"";"";"38.272,00 EUR";"39.272,00 EUR";"45.272,00 EUR";"19.136,00 EUR";""
"17 = Ordentliche Aufwendungen (Summe 11-16)";"";"";"";"306.806,28 EUR";"304.690,04 EUR";"309.016,04 EUR";"156.710,80 EUR";""
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"";"";"";"-2.342,72 EUR";"-2.150,96 EUR";"-1.601,96 EUR";"-513,20 EUR";""
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"";"";"";"-2.342,72 EUR";"-2.150,96 EUR";"-1.601,96 EUR";"-513,20 EUR";""
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"";"";"";"-2.342,72 EUR";"-2.150,96 EUR";"-1.601,96 EUR";"-513,20 EUR";""
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"29 = Ergebnis  (= 26, 27, 28)";"";"";"";"-2.342,72 EUR";"-2.150,96 EUR";"-1.601,96 EUR";"-513,20 EUR";""
