;"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-44,00 EUR";"-66,13 EUR";"-28,92 EUR";"-97,20 EUR";"-73,20 EUR";"-41,04 EUR";"-16,68 EUR";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-34.598,86 EUR";"-13.154,10 EUR";"-23.000,00 EUR";"-10.000,00 EUR";"-10.000,00 EUR";"-10.000,00 EUR";"-10.000,00 EUR";"-10.000,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"-3.713,95 EUR";"-19.828,83 EUR";"-4.000,00 EUR";"-16.000,00 EUR";"-16.000,00 EUR";"-16.000,00 EUR";"-16.000,00 EUR";"-16.000,00 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Ertäge";"";"-1,00 EUR";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"-6,72 EUR";"-35,57 EUR";"-2,64 EUR";"-36,00 EUR";"-39,00 EUR";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge (Summe 1-9)";"-38.363,53 EUR";"-33.085,63 EUR";"-27.031,56 EUR";"-26.133,20 EUR";"-26.112,20 EUR";"-26.041,04 EUR";"-26.016,68 EUR";"-26.000,00 EUR"
"11 - Personalaufwendungen";"25.883,00 EUR";"24.742,29 EUR";"26.697,35 EUR";"23.296,06 EUR";"23.698,42 EUR";"24.116,98 EUR";"24.546,58 EUR";"24.935,02 EUR"
"12 - Versorgungsaufwendungen";"0,02 EUR";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"412.881,21 EUR";"320.848,89 EUR";"368.780,88 EUR";"359.066,72 EUR";"369.217,72 EUR";"379.372,72 EUR";"379.532,72 EUR";"379.697,72 EUR"
"14 - Bilanzielle Abschreibungen";"7.360,62 EUR";"7.298,14 EUR";"7.100,24 EUR";"7.109,80 EUR";"7.075,60 EUR";"7.034,08 EUR";"6.993,40 EUR";"6.962,68 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"1.856,14 EUR";"32.904,49 EUR";"1.968,04 EUR";"34.016,08 EUR";"34.016,08 EUR";"34.016,08 EUR";"34.016,08 EUR";"34.016,08 EUR"
"17 = Ordentliche Aufwendungen (Summe 11-16)";"447.980,99 EUR";"385.793,81 EUR";"404.546,51 EUR";"423.488,66 EUR";"434.007,82 EUR";"444.539,86 EUR";"445.088,78 EUR";"445.611,50 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"409.617,46 EUR";"352.708,18 EUR";"377.514,95 EUR";"397.355,46 EUR";"407.895,62 EUR";"418.498,82 EUR";"419.072,10 EUR";"419.611,50 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"409.617,46 EUR";"352.708,18 EUR";"377.514,95 EUR";"397.355,46 EUR";"407.895,62 EUR";"418.498,82 EUR";"419.072,10 EUR";"419.611,50 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"409.617,46 EUR";"352.708,18 EUR";"377.514,95 EUR";"397.355,46 EUR";"407.895,62 EUR";"418.498,82 EUR";"419.072,10 EUR";"419.611,50 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"43.127,85 EUR";"23.897,48 EUR";"30.270,83 EUR";"22.839,67 EUR";"22.760,86 EUR";"23.527,97 EUR";"23.511,35 EUR";"23.484,34 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"452.745,31 EUR";"376.605,66 EUR";"407.785,78 EUR";"420.195,13 EUR";"430.656,48 EUR";"442.026,79 EUR";"442.583,45 EUR";"443.095,84 EUR"
