;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-252154,79;-327449,49;-190476,60;-277301,56;-274765,42;-272034,94;-242987,91;-223506,52
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-35,00;-65,00;-9072,78;;;;;
5 + Privatrechtliche Leistungsentgelte;-580682,73;-609752,41;-554100,00;-554100,00;-554100,00;-554100,00;-554100,00;-554100,00
6 + Kostenerstattungen und Kostenumlagen;-663173,32;-736482,88;-636999,96;-636999,96;-636999,96;-636999,96;-636999,96;-636999,96
7 + Sonstige ordentliche Ertäge;-10996,27;-10288,31;-50,00;-10642,80;-10642,78;-10559,54;-10476,28;-10476,28
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-1507042,11;-1684038,09;-1390699,34;-1479044,32;-1476508,16;-1473694,44;-1444564,15;-1425082,76
11 - Personalaufwendungen;13454415,61;13998647,91;16547534,98;25372546,04;24683316,62;23665559,29;23173430,97;23309353,74
12 - Versorgungsaufwendungen;9,55;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1291543,86;1403656,38;1550058,00;1669342,24;1669671,60;1696628,08;1723362,08;1750898,72
14 - Bilanzielle Abschreibungen;1028915,43;1118207,68;872858,93;894947,13;823642,09;797885,13;732229,58;670818,80
15 - Transferaufwendungen;6150,00;;;;;;;
16 - Sonstige ordentliche Aufwendungen;2996532,78;3139425,75;3373024,07;3383763,04;3392807,44;3401737,72;3407437,72;3412187,80
17 = Ordentliche Aufwendungen (Summe 11-16);18777567,23;19659937,72;22343475,98;31320598,45;30569437,75;29561810,22;29036460,35;29143259,06
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);17270525,12;17975899,63;20952776,64;29841554,13;29092929,59;28088115,78;27591896,20;27718176,30
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);17270525,12;17975899,63;20952776,64;29841554,13;29092929,59;28088115,78;27591896,20;27718176,30
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);17270525,12;17975899,63;20952776,64;29841554,13;29092929,59;28088115,78;27591896,20;27718176,30
27 + Erträge aus internen Leistungsbeziehungen;-108804,80;-60000,00;-85700,04;-85700,04;-85700,04;-85700,04;-85700,04;-85700,04
28 - Aufwendungen aus internen Leistungsbeziehungen;2444479,57;1906372,97;2036059,46;2077928,68;2001145,55;1967221,64;1940976,87;1945803,50
29 = Ergebnis  (= 26, 27, 28);19606199,89;19822272,60;22903136,06;31833782,77;31008375,10;29969637,38;29447173,03;29578279,76
