;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-7,03;-348,28;-6,00;-6,96;-6,96;-6,96;-6,96;-6,96
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;-10,00;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-67257,01;60177,20;-5843,66;;;;;
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-67264,04;59818,92;-5849,66;-6,96;-6,96;-6,96;-6,96;-6,96
11 - Personalaufwendungen;470802,34;461588,02;438269,77;303170,41;307313,23;311333,22;316074,71;320925,37
12 - Versorgungsaufwendungen;0,19;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;14725,17;11634,90;12623,72;14054,48;14361,44;14677,68;15003,32;15338,96
14 - Bilanzielle Abschreibungen;11265,64;10409,96;9616,12;11631,59;11555,03;11410,74;11410,74;11394,09
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;27045,24;21854,19;34744,16;35316,24;35316,24;35316,24;35316,24;35316,24
17 = Ordentliche Aufwendungen (Summe 11-16);523838,58;505487,07;495253,77;364172,72;368545,94;372737,88;377805,01;382974,66
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);456574,54;565305,99;489404,11;364165,76;368538,98;372730,92;377798,05;382967,70
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);456574,54;565305,99;489404,11;364165,76;368538,98;372730,92;377798,05;382967,70
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);456574,54;565305,99;489404,11;364165,76;368538,98;372730,92;377798,05;382967,70
27 + Erträge aus internen Leistungsbeziehungen;-488330,65;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;71350,35;104065,51;91814,23;89756,01;89477,13;89887,95;90104,32;90319,08
29 = Ergebnis  (= 26, 27, 28);39594,24;669371,50;581218,34;453921,77;458016,11;462618,87;467902,37;473286,78
