;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;-213,79;-216,71;-216,72;-217,20;-217,44
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);;;;-213,79;-216,71;-216,72;-217,20;-217,44
11 - Personalaufwendungen;;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;290,02;2884,00;4426,00;4547,00;4671,00;4799,00;4931,00
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;;1281,91;7612,00;9415,00;9415,00;9415,00;9415,00;9415,00
17 = Ordentliche Aufwendungen (Summe 11-16);;1571,93;10496,00;13841,00;13962,00;14086,00;14214,00;14346,00
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);;1571,93;10496,00;13627,21;13745,29;13869,28;13996,80;14128,56
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);;1571,93;10496,00;13627,21;13745,29;13869,28;13996,80;14128,56
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);;1571,93;10496,00;13627,21;13745,29;13869,28;13996,80;14128,56
27 + Erträge aus internen Leistungsbeziehungen;;-1455,65;-9708,84;-12627,02;-12732,15;-12847,50;-12965,90;-13088,17
28 - Aufwendungen aus internen Leistungsbeziehungen;;1,72;;23,53;19,21;19,93;20,40;20,88
29 = Ergebnis  (= 26, 27, 28);;118,00;787,16;1023,72;1032,35;1041,71;1051,30;1061,27
