;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-12000,00;-6611,97;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-7116,13;-1205,10;-6570,49;-1821,81;-1617,06;-1488,04;-1479,41;-1470,89
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-19116,13;-7817,07;-6570,49;-1821,81;-1617,06;-1488,04;-1479,41;-1470,89
11 - Personalaufwendungen;529677,50;497152,02;485591,14;;;;;
12 - Versorgungsaufwendungen;0,26;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;11890,73;10002,53;19450,00;16209,00;9006,00;7209,00;7418,00;7633,00
14 - Bilanzielle Abschreibungen;23,73;135,70;23,73;23,73;23,73;23,73;23,73;23,73
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;25594,49;26155,41;27948,04;27264,00;20730,00;15030,00;14930,00;14930,00
17 = Ordentliche Aufwendungen (Summe 11-16);567186,71;533445,66;533012,91;43496,73;29759,73;22262,73;22371,73;22586,73
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);548070,58;525628,59;526442,42;41674,92;28142,67;20774,69;20892,32;21115,84
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);548070,58;525628,59;526442,42;41674,92;28142,67;20774,69;20892,32;21115,84
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);548070,58;525628,59;526442,42;41674,92;28142,67;20774,69;20892,32;21115,84
27 + Erträge aus internen Leistungsbeziehungen;-581125,38;-558282,48;-575340,97;-107484,25;-94922,49;-88100,13;-88209,56;-88417,12
28 - Aufwendungen aus internen Leistungsbeziehungen;79128,86;77920,16;95547,49;74523,86;74475,62;74468,29;74469,01;74469,85
29 = Ergebnis  (= 26, 27, 28);46074,06;45266,27;46648,94;8714,53;7695,80;7142,85;7151,77;7168,57
