;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-881971,26;-739840,10;-4103600,00;-1223091,00;-129456,00;-619591,00;-101682,00;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;;-368000,00;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-881971,26;-1107840,10;-4103600,00;-1223091,00;-129456,00;-619591,00;-101682,00;
11 - Personalaufwendungen;;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;32372,59;242564,09;920200,00;305533,00;26000,00;377696,00;122103,00;
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;630029,17;805024,16;3358400,00;893648,00;102069,00;317434,00;4000,00;
16 - Sonstige ordentliche Aufwendungen;43792,11;188180,14;10000,00;43907,00;1981,00;;;
17 = Ordentliche Aufwendungen (Summe 11-16);706193,87;1235768,39;4288600,00;1243088,00;130050,00;695130,00;126103,00;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);-175777,39;127928,29;185000,00;19997,00;594,00;75539,00;24421,00;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);-175777,39;127928,29;185000,00;19997,00;594,00;75539,00;24421,00;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);-175777,39;127928,29;185000,00;19997,00;594,00;75539,00;24421,00;
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;159,60;243,10;;;;;;
29 = Ergebnis  (= 26, 27, 28);-175617,79;128171,39;185000,00;19997,00;594,00;75539,00;24421,00;
