;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-65,09;;-100,00;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-51581,09;-61427,75;-30700,00;-30700,00;-30700,00;-30700,00;-30700,00;-30700,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;-975,47;-16365,02;-6150,00;-6150,00;-6150,00;-6150,00;-6150,00;-6150,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-52621,65;-77792,77;-36950,00;-46850,00;-46850,00;-46850,00;-46850,00;-46850,00
11 - Personalaufwendungen;476292,89;501706,64;529287,40;465021,90;471373,12;477378,42;483373,85;489125,46
12 - Versorgungsaufwendungen;0,30;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;14385,73;20480,84;23967,68;18918,44;19345,28;19734,84;20237,76;20704,28
14 - Bilanzielle Abschreibungen;981,12;861,71;852,36;825,36;47,88;44,40;44,40;44,40
15 - Transferaufwendungen;40275,00;;8900,00;20000,00;20000,00;20000,00;20000,00;20000,00
16 - Sonstige ordentliche Aufwendungen;55151,77;56864,61;47770,12;46069,80;46069,80;46069,80;46069,80;46069,80
17 = Ordentliche Aufwendungen (Summe 11-16);587086,81;579913,80;610777,56;550835,50;556836,08;563227,46;569725,81;575943,94
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);534465,16;502121,03;573827,56;503985,50;509986,08;516377,46;522875,81;529093,94
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);534465,16;502121,03;573827,56;503985,50;509986,08;516377,46;522875,81;529093,94
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);534465,16;502121,03;573827,56;503985,50;509986,08;516377,46;522875,81;529093,94
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;126720,03;94871,56;110295,72;94427,68;94001,67;94617,63;94885,94;95128,85
29 = Ergebnis  (= 26, 27, 28);661185,19;596992,59;684123,28;598413,18;603987,75;610995,09;617761,75;624222,79
