;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-15235,46;-22,86;-22,85;-22,85;-22,86;-22,85;-22,86;-22,85
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-6267,18;;-6121,50;-6971,85;-7090,79;-7121,93;-7175,10;-7199,34
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-21502,64;-22,86;-6144,35;-6994,70;-7113,65;-7144,78;-7197,96;-7222,19
11 - Personalaufwendungen;368660,68;358057,28;403646,99;282812,92;287975,68;293453,48;299012,72;303933,58
12 - Versorgungsaufwendungen;0,28;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;41490,56;16074,73;32190,00;28206,28;28626,28;29058,88;29504,80;29964,00
14 - Bilanzielle Abschreibungen;240,67;85,39;22,85;85,38;85,38;85,38;85,38;85,38
15 - Transferaufwendungen;1840,00;2800,00;4100,00;2500,00;2500,00;2500,00;2500,00;2500,00
16 - Sonstige ordentliche Aufwendungen;44268,55;38324,57;52232,43;51187,00;51187,00;51187,00;51887,00;51887,00
17 = Ordentliche Aufwendungen (Summe 11-16);456500,74;415341,97;492192,27;364791,58;370374,34;376284,74;382989,90;388369,96
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);434998,10;415319,11;486047,92;357796,88;363260,69;369139,96;375791,94;381147,77
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);434998,10;415319,11;486047,92;357796,88;363260,69;369139,96;375791,94;381147,77
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);434998,10;415319,11;486047,92;357796,88;363260,69;369139,96;375791,94;381147,77
27 + Erträge aus internen Leistungsbeziehungen;-505278,78;-460060,65;-536722,42;-412577,68;-417339,67;-422810,31;-428982,41;-433952,31
28 - Aufwendungen aus internen Leistungsbeziehungen;111249,22;82043,51;94192,07;88232,58;87916,90;87951,95;87972,23;87989,51
29 = Ergebnis  (= 26, 27, 28);40968,54;37301,97;43517,57;33451,78;33837,92;34281,60;34781,76;35184,97
