;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-5506,65;-1692,93;-446,28;-2500,00;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-7880,48;;-6607,84;;;;;
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-13387,13;-1692,93;-7054,12;-2500,00;;;;
11 - Personalaufwendungen;364705,46;309913,88;328906,68;540337,20;545931,85;550398,29;554734,13;559461,81
12 - Versorgungsaufwendungen;0,28;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;14916,64;17923,67;17273,04;15243,48;15659,32;16087,52;16529,20;16984,24
14 - Bilanzielle Abschreibungen;4777,36;2057,14;1745,52;39,60;19,56;19,56;19,56;19,56
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;253631,95;112670,78;228582,87;217806,40;215306,40;215306,40;215306,40;215306,40
17 = Ordentliche Aufwendungen (Summe 11-16);638031,69;442565,47;576508,11;773426,68;776917,13;781811,77;786589,29;791772,01
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);624644,56;440872,54;569453,99;770926,68;776917,13;781811,77;786589,29;791772,01
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);624644,56;440872,54;569453,99;770926,68;776917,13;781811,77;786589,29;791772,01
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);624644,56;440872,54;569453,99;770926,68;776917,13;781811,77;786589,29;791772,01
27 + Erträge aus internen Leistungsbeziehungen;-620438,60;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;48546,06;83233,39;75161,85;70830,60;70253,97;70836,88;71010,77;71193,11
29 = Ergebnis  (= 26, 27, 28);52752,02;524105,93;644615,84;841757,28;847171,10;852648,65;857600,06;862965,12
