;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-32760,56;-66904,19;-25381,87;-72278,31;-72167,70;-72142,93;-70973,30;-68185,60
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;0,00;-472,11;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;-629,74;-512,11;-50,00;-552,10;-552,11;-550,41;-548,72;-548,72
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-33390,30;-67416,30;-25903,98;-72830,41;-72719,81;-72693,34;-71522,02;-68734,32
11 - Personalaufwendungen;142857,42;125254,09;134537,60;153862,48;150055,77;144338,89;141684,93;142658,96
12 - Versorgungsaufwendungen;0,80;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;107632,12;57335,45;75467,24;80228,64;79801,76;80437,48;81092,96;81767,28
14 - Bilanzielle Abschreibungen;57185,49;64215,98;38199,50;63606,91;62156,70;56075,15;53365,68;45437,59
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;237490,95;142532,44;152424,05;154838,70;155744,30;156626,34;157426,34;158176,26
17 = Ordentliche Aufwendungen (Summe 11-16);545166,78;389337,96;400628,39;452536,73;447758,53;437477,86;433569,91;428040,09
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);511776,48;321921,66;374724,41;379706,32;375038,72;364784,52;362047,89;359305,77
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);511776,48;321921,66;374724,41;379706,32;375038,72;364784,52;362047,89;359305,77
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);511776,48;321921,66;374724,41;379706,32;375038,72;364784,52;362047,89;359305,77
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;87918,27;50579,72;41253,31;51920,95;51342,19;51224,94;51099,24;51151,60
29 = Ergebnis  (= 26, 27, 28);599694,75;372501,38;415977,72;431627,27;426380,91;416009,46;413147,13;410457,37
