;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-4277,21;-6132,38;-3727,44;-6112,76;-6035,70;-5968,52;-5439,18;-4720,30
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-54275,37;-29633,40;-43800,00;-31600,00;-31600,00;-31600,00;-31600,00;-31600,00
5 + Privatrechtliche Leistungsentgelte;-5980,70;-18108,00;-22200,00;-18000,00;-18000,00;-18000,00;-18000,00;-18000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;-4373,07;-8000,00;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-68906,35;-61873,78;-69727,44;-55712,76;-55635,70;-55568,52;-55039,18;-54320,30
11 - Personalaufwendungen;719438,83;684892,26;818627,58;1130694,88;1100446,72;1055408,96;1033886,40;1040386,60
12 - Versorgungsaufwendungen;0,44;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;50016,67;56297,48;58685,80;62490,76;63187,00;64637,92;66132,32;67671,52
14 - Bilanzielle Abschreibungen;14817,23;21710,09;12360,36;18863,46;18164,73;14559,46;13427,58;12174,60
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;139530,35;143088,74;156054,78;153456,98;153545,30;153655,70;153655,70;153655,70
17 = Ordentliche Aufwendungen (Summe 11-16);923803,52;905988,57;1045728,52;1365506,08;1335343,75;1288262,04;1267102,00;1273888,42
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);854897,17;844114,79;976001,08;1309793,32;1279708,05;1232693,52;1212062,82;1219568,12
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);854897,17;844114,79;976001,08;1309793,32;1279708,05;1232693,52;1212062,82;1219568,12
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);854897,17;844114,79;976001,08;1309793,32;1279708,05;1232693,52;1212062,82;1219568,12
27 + Erträge aus internen Leistungsbeziehungen;;-150000,00;-150000,00;-150000,00;-150000,00;-150000,00;-150000,00;-150000,00
28 - Aufwendungen aus internen Leistungsbeziehungen;182397,29;153025,39;158033,67;170333,37;166987,36;165497,38;164364,85;164618,98
29 = Ergebnis  (= 26, 27, 28);1037294,46;847140,18;984034,75;1330126,69;1296695,41;1248190,90;1226427,67;1234187,10
