;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-73,27;-8460,68;-4,92;-4,92;-4,92;-4,92;-4,92;-4,92
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-579,77;-579,77;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-36749,63;-1953,75;-35381,77;-49644,29;-49934,53;-50378,25;-50121,39;-49808,68
7 + Sonstige ordentliche Ertäge;-50000,00;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-87402,67;-10994,20;-35386,69;-49649,21;-49939,45;-50383,17;-50126,31;-49813,60
11 - Personalaufwendungen;304592,20;313060,81;263608,50;264318,82;268780,35;273381,64;278036,20;282233,08
12 - Versorgungsaufwendungen;0,20;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;19594,66;13437,47;21900,04;10948,24;11183,56;11426,20;11676,04;11933,20
14 - Bilanzielle Abschreibungen;304,05;238,97;183,99;172,94;105,94;105,95;105,94;105,93
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;2574875,69;2577638,02;2722250,12;2661639,88;2661639,88;2711639,88;2711639,88;2711639,88
17 = Ordentliche Aufwendungen (Summe 11-16);2899366,80;2904375,27;3007942,65;2937079,88;2941709,73;2996553,67;3001458,06;3005912,09
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);2811964,13;2893381,07;2972555,96;2887430,67;2891770,28;2946170,50;2951331,75;2956098,49
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);2811964,13;2893381,07;2972555,96;2887430,67;2891770,28;2946170,50;2951331,75;2956098,49
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);2811964,13;2893381,07;2972555,96;2887430,67;2891770,28;2946170,50;2951331,75;2956098,49
27 + Erträge aus internen Leistungsbeziehungen;-2651823,59;-2746329,54;-2831191,92;-2780673,29;-2784428,03;-2834775,36;-2839564,20;-2843986,49
28 - Aufwendungen aus internen Leistungsbeziehungen;54871,71;75623,22;88191,33;118701,90;118421,50;118450,79;118467,11;118481,03
29 = Ergebnis  (= 26, 27, 28);215012,25;222674,75;229555,37;225459,28;225763,75;229845,93;230234,66;230593,03
